'Elapsed time','MLII','V5'
'2:09.161',-0.440,-0.320
'2:09.164',-0.430,-0.310
'2:09.167',-0.425,-0.320
'2:09.169',-0.425,-0.335
'2:09.172',-0.445,-0.335
'2:09.175',-0.460,-0.345
'2:09.178',-0.450,-0.345
'2:09.181',-0.440,-0.315
'2:09.183',-0.430,-0.300
'2:09.186',-0.435,-0.325
'2:09.189',-0.440,-0.335
'2:09.192',-0.445,-0.335
'2:09.194',-0.440,-0.330
'2:09.197',-0.425,-0.320
'2:09.200',-0.425,-0.305
'2:09.203',-0.425,-0.315
'2:09.206',-0.435,-0.320
'2:09.208',-0.450,-0.335
'2:09.211',-0.435,-0.315
'2:09.214',-0.430,-0.310
'2:09.217',-0.425,-0.305
'2:09.219',-0.425,-0.320
'2:09.222',-0.440,-0.330
'2:09.225',-0.450,-0.330
'2:09.228',-0.445,-0.325
'2:09.231',-0.430,-0.320
'2:09.233',-0.430,-0.325
'2:09.236',-0.425,-0.315
'2:09.239',-0.435,-0.335
'2:09.242',-0.440,-0.325
'2:09.244',-0.435,-0.320
'2:09.247',-0.435,-0.315
'2:09.250',-0.430,-0.325
'2:09.253',-0.420,-0.325
'2:09.256',-0.440,-0.340
'2:09.258',-0.450,-0.345
'2:09.261',-0.445,-0.325
'2:09.264',-0.435,-0.325
'2:09.267',-0.420,-0.325
'2:09.269',-0.425,-0.335
'2:09.272',-0.430,-0.335
'2:09.275',-0.435,-0.350
'2:09.278',-0.430,-0.350
'2:09.281',-0.425,-0.335
'2:09.283',-0.435,-0.335
'2:09.286',-0.425,-0.345
'2:09.289',-0.415,-0.355
'2:09.292',-0.435,-0.365
'2:09.294',-0.435,-0.360
'2:09.297',-0.425,-0.355
'2:09.300',-0.415,-0.365
'2:09.303',-0.410,-0.370
'2:09.306',-0.425,-0.375
'2:09.308',-0.420,-0.370
'2:09.311',-0.425,-0.375
'2:09.314',-0.415,-0.365
'2:09.317',-0.410,-0.355
'2:09.319',-0.400,-0.360
'2:09.322',-0.420,-0.380
'2:09.325',-0.435,-0.400
'2:09.328',-0.425,-0.400
'2:09.331',-0.420,-0.385
'2:09.333',-0.410,-0.395
'2:09.336',-0.415,-0.405
'2:09.339',-0.425,-0.420
'2:09.342',-0.440,-0.430
'2:09.344',-0.430,-0.425
'2:09.347',-0.420,-0.430
'2:09.350',-0.425,-0.435
'2:09.353',-0.420,-0.440
'2:09.356',-0.415,-0.460
'2:09.358',-0.440,-0.455
'2:09.361',-0.440,-0.445
'2:09.364',-0.435,-0.430
'2:09.367',-0.435,-0.445
'2:09.369',-0.430,-0.440
'2:09.372',-0.435,-0.460
'2:09.375',-0.445,-0.460
'2:09.378',-0.435,-0.450
'2:09.381',-0.430,-0.435
'2:09.383',-0.425,-0.420
'2:09.386',-0.425,-0.410
'2:09.389',-0.425,-0.410
'2:09.392',-0.425,-0.395
'2:09.394',-0.415,-0.380
'2:09.397',-0.405,-0.360
'2:09.400',-0.390,-0.335
'2:09.403',-0.380,-0.335
'2:09.406',-0.380,-0.330
'2:09.408',-0.390,-0.320
'2:09.411',-0.380,-0.295
'2:09.414',-0.360,-0.285
'2:09.417',-0.350,-0.280
'2:09.419',-0.340,-0.280
'2:09.422',-0.345,-0.285
'2:09.425',-0.355,-0.275
'2:09.428',-0.345,-0.250
'2:09.431',-0.335,-0.245
'2:09.433',-0.325,-0.240
'2:09.436',-0.315,-0.245
'2:09.439',-0.320,-0.260
'2:09.442',-0.335,-0.245
'2:09.444',-0.325,-0.245
'2:09.447',-0.310,-0.230
'2:09.450',-0.315,-0.235
'2:09.453',-0.315,-0.240
'2:09.456',-0.330,-0.250
'2:09.458',-0.330,-0.260
'2:09.461',-0.335,-0.245
'2:09.464',-0.325,-0.235
'2:09.467',-0.325,-0.240
'2:09.469',-0.320,-0.245
'2:09.472',-0.320,-0.240
'2:09.475',-0.340,-0.250
'2:09.478',-0.335,-0.255
'2:09.481',-0.335,-0.245
'2:09.483',-0.330,-0.255
'2:09.486',-0.325,-0.250
'2:09.489',-0.340,-0.265
'2:09.492',-0.350,-0.265
'2:09.494',-0.345,-0.250
'2:09.497',-0.335,-0.235
'2:09.500',-0.335,-0.250
'2:09.503',-0.340,-0.255
'2:09.506',-0.345,-0.270
'2:09.508',-0.360,-0.280
'2:09.511',-0.355,-0.255
'2:09.514',-0.340,-0.245
'2:09.517',-0.340,-0.250
'2:09.519',-0.340,-0.265
'2:09.522',-0.360,-0.275
'2:09.525',-0.380,-0.270
'2:09.528',-0.360,-0.275
'2:09.531',-0.350,-0.265
'2:09.533',-0.360,-0.265
'2:09.536',-0.340,-0.270
'2:09.539',-0.355,-0.285
'2:09.542',-0.370,-0.280
'2:09.544',-0.370,-0.280
'2:09.547',-0.355,-0.265
'2:09.550',-0.355,-0.265
'2:09.553',-0.355,-0.285
'2:09.556',-0.370,-0.285
'2:09.558',-0.365,-0.285
'2:09.561',-0.370,-0.285
'2:09.564',-0.370,-0.270
'2:09.567',-0.355,-0.265
'2:09.569',-0.360,-0.270
'2:09.572',-0.360,-0.275
'2:09.575',-0.385,-0.285
'2:09.578',-0.375,-0.285
'2:09.581',-0.375,-0.285
'2:09.583',-0.365,-0.270
'2:09.586',-0.365,-0.275
'2:09.589',-0.370,-0.285
'2:09.592',-0.385,-0.290
'2:09.594',-0.385,-0.280
'2:09.597',-0.375,-0.280
'2:09.600',-0.365,-0.275
'2:09.603',-0.370,-0.285
'2:09.606',-0.370,-0.295
'2:09.608',-0.385,-0.290
'2:09.611',-0.375,-0.285
'2:09.614',-0.370,-0.265
'2:09.617',-0.365,-0.275
'2:09.619',-0.370,-0.290
'2:09.622',-0.370,-0.290
'2:09.625',-0.395,-0.285
'2:09.628',-0.390,-0.275
'2:09.631',-0.385,-0.275
'2:09.633',-0.365,-0.275
'2:09.636',-0.370,-0.275
'2:09.639',-0.375,-0.280
'2:09.642',-0.380,-0.285
'2:09.644',-0.375,-0.280
'2:09.647',-0.370,-0.270
'2:09.650',-0.360,-0.275
'2:09.653',-0.365,-0.275
'2:09.656',-0.390,-0.275
'2:09.658',-0.380,-0.290
'2:09.661',-0.375,-0.260
'2:09.664',-0.370,-0.260
'2:09.667',-0.360,-0.275
'2:09.669',-0.355,-0.280
'2:09.672',-0.365,-0.280
'2:09.675',-0.360,-0.285
'2:09.678',-0.330,-0.270
'2:09.681',-0.315,-0.270
'2:09.683',-0.300,-0.265
'2:09.686',-0.305,-0.265
'2:09.689',-0.310,-0.280
'2:09.692',-0.315,-0.275
'2:09.694',-0.295,-0.260
'2:09.697',-0.285,-0.250
'2:09.700',-0.265,-0.230
'2:09.703',-0.265,-0.240
'2:09.706',-0.270,-0.240
'2:09.708',-0.285,-0.245
'2:09.711',-0.275,-0.235
'2:09.714',-0.275,-0.225
'2:09.717',-0.270,-0.215
'2:09.719',-0.280,-0.230
'2:09.722',-0.295,-0.220
'2:09.725',-0.310,-0.220
'2:09.728',-0.295,-0.215
'2:09.731',-0.295,-0.215
'2:09.733',-0.300,-0.215
'2:09.736',-0.300,-0.210
'2:09.739',-0.315,-0.230
'2:09.742',-0.305,-0.225
'2:09.744',-0.275,-0.215
'2:09.747',-0.255,-0.200
'2:09.750',-0.240,-0.225
'2:09.753',-0.260,-0.235
'2:09.756',-0.290,-0.250
'2:09.758',-0.315,-0.250
'2:09.761',-0.320,-0.255
'2:09.764',-0.325,-0.235
'2:09.767',-0.330,-0.240
'2:09.769',-0.355,-0.245
'2:09.772',-0.365,-0.260
'2:09.775',-0.385,-0.270
'2:09.778',-0.380,-0.260
'2:09.781',-0.390,-0.255
'2:09.783',-0.385,-0.250
'2:09.786',-0.385,-0.260
'2:09.789',-0.395,-0.265
'2:09.792',-0.400,-0.270
'2:09.794',-0.405,-0.260
'2:09.797',-0.400,-0.265
'2:09.800',-0.395,-0.260
'2:09.803',-0.395,-0.265
'2:09.806',-0.405,-0.280
'2:09.808',-0.415,-0.280
'2:09.811',-0.425,-0.280
'2:09.814',-0.420,-0.255
'2:09.817',-0.405,-0.265
'2:09.819',-0.390,-0.275
'2:09.822',-0.410,-0.285
'2:09.825',-0.420,-0.285
'2:09.828',-0.420,-0.285
'2:09.831',-0.415,-0.270
'2:09.833',-0.405,-0.255
'2:09.836',-0.405,-0.270
'2:09.839',-0.415,-0.290
'2:09.842',-0.430,-0.310
'2:09.844',-0.450,-0.330
'2:09.847',-0.475,-0.350
'2:09.850',-0.505,-0.360
'2:09.853',-0.520,-0.385
'2:09.856',-0.520,-0.420
'2:09.858',-0.560,-0.440
'2:09.861',-0.610,-0.400
'2:09.864',-0.640,-0.290
'2:09.867',-0.585,-0.180
'2:09.869',-0.475,-0.065
'2:09.872',-0.340,0.020
'2:09.875',-0.215,0.130
'2:09.878',-0.005,0.255
'2:09.881',0.275,0.375
'2:09.883',0.545,0.480
'2:09.886',0.710,0.495
'2:09.889',0.745,0.335
'2:09.892',0.565,0.000
'2:09.894',0.210,-0.295
'2:09.897',-0.170,-0.365
'2:09.900',-0.445,-0.335
'2:09.903',-0.550,-0.295
'2:09.906',-0.540,-0.310
'2:09.908',-0.495,-0.305
'2:09.911',-0.455,-0.295
'2:09.914',-0.430,-0.285
'2:09.917',-0.430,-0.300
'2:09.919',-0.440,-0.300
'2:09.922',-0.435,-0.315
'2:09.925',-0.455,-0.315
'2:09.928',-0.435,-0.300
'2:09.931',-0.440,-0.300
'2:09.933',-0.435,-0.300
'2:09.936',-0.445,-0.305
'2:09.939',-0.450,-0.310
'2:09.942',-0.460,-0.325
'2:09.944',-0.450,-0.305
'2:09.947',-0.435,-0.300
'2:09.950',-0.430,-0.295
'2:09.953',-0.430,-0.300
'2:09.956',-0.440,-0.315
'2:09.958',-0.435,-0.305
'2:09.961',-0.435,-0.305
'2:09.964',-0.420,-0.295
'2:09.967',-0.420,-0.295
'2:09.969',-0.410,-0.295
'2:09.972',-0.430,-0.305
'2:09.975',-0.440,-0.310
'2:09.978',-0.435,-0.300
'2:09.981',-0.430,-0.290
'2:09.983',-0.425,-0.295
'2:09.986',-0.435,-0.290
'2:09.989',-0.435,-0.305
'2:09.992',-0.450,-0.295
'2:09.994',-0.445,-0.295
'2:09.997',-0.420,-0.285
